2019;06;Pro futuro s.r.o.;Bratislava - Nové Mesto;Okres Bratislava III;Bratislavský kraj;0,00;0,00;;;;
2019;06;Izomedact, spol. s r.o.;Bratislava - Ružinov;Okres Bratislava II;Bratislavský kraj;0,00;0,00;;;;
2019;06;Rhea spol. s r.o.;Bratislava - Nové Mesto;Okres Bratislava III;Bratislavský kraj;0,00;0,00;;;;
2019;06;APOTHEKA ESSENTIAE s.r.o.;Bratislava - Vrakuňa;Okres Bratislava II;Bratislavský kraj;0,00;0,00;;;;
2019;06;Zentiva, a.s.;Bratislava - Petržalka;Okres Bratislava V;Bratislavský kraj;584 019,52;389 346,34;140 482,85;6 883,30;160 711,50;2 006,00
2019;06;BEATRIX s.r.o.;Bratislava - Rača;Okres Bratislava III;Bratislavský kraj;99,60;0,00;;;;
2019;06;BENU SK 56, s.r.o. ;Bratislava - Rača;Okres Bratislava III;Bratislavský kraj;20,00;;1 957,33;;;
2019;06;SlovenaPharm s.r.o.;Bratislava - Rača;Okres Bratislava III;Bratislavský kraj;99,60;;;;;
2019;06;MEDICPRODUCT, a.s.;Bratislava - Staré Mesto;Okres Bratislava I;Bratislavský kraj;0,00;0,00;;;;
2019;06;MEDICAL GROUP SK a.s.;Bratislava - Staré Mesto;Okres Bratislava I;Bratislavský kraj;0,00;0,00;;;;
2019;06;MEDOCHEMIE LTD ;Bratislava - Staré Mesto;Okres Bratislava I;Bratislavský kraj;19 166,00;36 155,00;6 882,00;20 786,00;;
2019;06;UCB s.r.o., organizačná zložka ;Bratislava - Staré Mesto;Okres Bratislava I;Bratislavský kraj;26 720,80;2 932,96;32 810,00;1 000,00;8 107,48;
2019;06;Mundipharma Gesellschaft m.b.H organizač;Bratislava - Ružinov;Okres Bratislava II;Bratislavský kraj;117 087,00;14 947,38;33 900,00;4 600,00;26 686,32;7 210,00
2019;06;Grifols International, S.A., obchodné zastúpenie pre Slovensko;Bratislava - Ružinov;Okres Bratislava II;Bratislavský kraj;10 431,12;25,00;4 200,00;;8 951,97;
2019;06;Wörwag Pharma GmbH & Co. KG, organizačná zložka Bratislava - Držiteľ povolenia na veľkodistribúciu liekov;Bratislava - Ružinov;Okres Bratislava II;Bratislavský kraj;;;;;;
2019;06;Wörwag Pharma GmbH & Co. KG, organizačná zložka Bratislava - Držiteľ registrácie humánneho lieku;Bratislava - Ružinov;Okres Bratislava II;Bratislavský kraj;421 268,00;801 755,00;67 645,00;42 777,50;40 464,71;
2019;06;AstraZeneca AB, organizačná zložka;Bratislava - Staré Mesto;Okres Bratislava I;Bratislavský kraj;39 202,00;0,00;187 340,80;173 159,85;4 252,28;
2019;06;Univerzitná nemocnica Bratislava ;Bratislava - Ružinov;Okres Bratislava II;Bratislavský kraj;0,00;0,00;;;;
2019;06;lekáreň EGI;Malacky;Okres Malacky;Bratislavský kraj;0,00;0,00;;;;
2019;06;OrthoPharm s.r.o.;Bratislava - Rača;Okres Bratislava III;Bratislavský kraj;99,60;;;;;
2019;06;Pharmevid s.r.o.;Bratislava - Petržalka;Okres Bratislava V;Bratislavský kraj;7 211,64;1 113,60;;;284,96;
2019;06;INTERCLASSWOOD s.r.o.;Bratislava - Rača;Okres Bratislava III;Bratislavský kraj;99,60;;;;;
2019;06;PHOENIX Zdravotnícke zásobovanie, a.s.;Bratislava - Rača;Okres Bratislava III;Bratislavský kraj;860 630,40;;;401 040,00;;0,00
2019;06;EGIS SLOVAKIA s.r.o. - Držiteľ povolenia na veľkodistribúciu liekov;Bratislava - Ružinov;Okres Bratislava II;Bratislavský kraj;;;;;;
2019;06;EGIS SLOVAKIA s.r.o. - Držiteľ registrácie humánneho lieku;Bratislava - Ružinov;Okres Bratislava II;Bratislavský kraj;397 333,03;27 852,90;66 480,00;1 970,00;88 594,27;225,00
2019;06;NzPharm s.r.o.;Bratislava - Rača;Okres Bratislava III;Bratislavský kraj;2 269,60;;;;;
2019;06;Onkologický ústav sv. Alžbety s.r.o;Bratislava - Staré Mesto;Okres Bratislava I;Bratislavský kraj;0,00;0,00;;;;
2019;06;APOTHEKA;Bratislava - Staré Mesto;Okres Bratislava I;Bratislavský kraj;0,00;0,00;;;;
2019;06;sanofi- aventis Pharma Slovakia s.r.o. ;Bratislava - Petržalka;Okres Bratislava V;Bratislavský kraj;1 197 894,00;798 596,00;70 523,95;759,00;77 461,06;
2019;06;NEOPROT, spol. s r. o.;Bratislava - Ružinov;Okres Bratislava II;Bratislavský kraj;13 332,00;0,00;;;;
2019;06;Zentiva International, a.s.;Bratislava - Petržalka;Okres Bratislava V;Bratislavský kraj;0,00;0,00;;;;
2019;06;REGpharm Slovakia, s.r.o.;Bratislava - Staré Mesto;Okres Bratislava I;Bratislavský kraj;0,00;0,00;;;;
2019;06;SERVIER SLOVENSKO spol. s r.o.;Bratislava - Staré Mesto;Okres Bratislava I;Bratislavský kraj;424 244,71;397 863,23;270 762,68;60 689,20;174 459,17;
2019;06;GlaxoSmithKline Slovakia s.r.o. - Držiteľ registrácie humánneho lieku;Bratislava - Ružinov;Okres Bratislava II;Bratislavský kraj;0,00;0,00;;;;
2019;06;GlaxoSmithKline Slovakia s.r.o. - Držiteľ povolenia na veľkodistribúciu liekov;Bratislava - Ružinov;Okres Bratislava II;Bratislavský kraj;0,00;0,00;;;;
2019;06;GLAXOSMITHKLINE SLOVAKIA S.R.O. - Farmaceutická spoločnosť;Bratislava - Ružinov;Okres Bratislava II;Bratislavský kraj;96 114,96;136 582,48;23 796,80;2 092,95;14 019,41;
2019;06;BOIRON SK, s.r.o.;Bratislava - Karlova Ves;Okres Bratislava IV;Bratislavský kraj;48 001,82;228 434,63;2 701,21;8 700,00;3 227,39;11 808,32
2019;06;TOPIX, s.r.o.;Bratislava - Ružinov;Okres Bratislava II;Bratislavský kraj;0,00;0,00;;;;
2019;06;NeoBALZAM, s.r.o.;Bratislava - Staré Mesto;Okres Bratislava I;Bratislavský kraj;0,00;0,00;;;;
2019;06;ISCARE,a.s.;Bratislava - Ružinov;Okres Bratislava II;Bratislavský kraj;0,00;0,00;;;;
2019;06;Bayer, spol. s r.o.;Bratislava - Staré Mesto;Okres Bratislava I;Bratislavský kraj;70 350,00;41 414,00;75 517,10;82 383,02;121 517,95;
2019;06;LUNDBECK Slovensko s.r.o.;Bratislava - Staré Mesto;Okres Bratislava I;Bratislavský kraj;22 665,09;35 004,84;106 581,15;;121 083,84;
2019;06;Krewel Meuselbach ;Bratislava - Staré Mesto;Okres Bratislava I;Bratislavský kraj;105 169,18;47 234,92;920,00;441,00;;
2019;06;RECORDATI SK s.r.o.;Bratislava - Nové Mesto;Okres Bratislava III;Bratislavský kraj;25 160,94;0,00;33 566,40;3 855,60;1 995,00;
2019;06;Harmónia Pharm s.r.o.;Bratislava - Rača;Okres Bratislava III;Bratislavský kraj;1 277,60;;;;;
2019;06;Glynn Brothers Chemicals Slovakia, s.r.o. ;Bratislava - Podunajské Biskupice;Okres Bratislava II;Bratislavský kraj;168 720,00;;;;;
2019;06;INTERPHARM Slovakia, a.s.;Bratislava - Podunajské Biskupice;Okres Bratislava II;Bratislavský kraj;0,00;0,00;;;;
2019;06;R.A.C.Bratislava, spol. s.r.o.;Bratislava - Podunajské Biskupice;Okres Bratislava II;Bratislavský kraj;0,00;0,00;;;;
2019;06;Empiria slovakia s.r.o;Bratislava - Ružinov;Okres Bratislava II;Bratislavský kraj;500,00;500,00;;;;
2019;06;LIEK, s.r.o.;Senec;Okres Senec;Bratislavský kraj;0,00;0,00;;;;
2019;06;Baxter Slovakia s.r.o.;Bratislava - Karlova Ves;Okres Bratislava IV;Bratislavský kraj;25 737,87;;2 548,92;;7 881,99;
2019;06;Adamed Slovakia s.r.o.;Bratislava - Karlova Ves;Okres Bratislava IV;Bratislavský kraj;212 105,46;9 591,11;;;329,10;8 665,30
2019;06;AKACIA PHARMA s.r.o.;Reca;Okres Senec;Bratislavský kraj;3 429,80;4 387,69;;;;
2019;06;Zdravotnícke potreby s.r.o.;Bratislava - Vrakuňa;Okres Bratislava II;Bratislavský kraj;0,00;0,00;;;;
2019;06;Benela s.r.o. - hlásenie za Pharmazeutische Fabrik Montavit GmbH, Rakúsko;Bratislava - Karlova Ves;Okres Bratislava IV;Bratislavský kraj;0,00;0,00;;;;
2019;06;Benela s.r.o. - hlásenie za OM Pharma S.A., Portugalsko;Bratislava - Karlova Ves;Okres Bratislava IV;Bratislavský kraj;16 120,63;23 355,18;6 300,00;;16 362,18;
2019;06;Dr. Peithner Bratislava s.r.o.;Bratislava - Staré Mesto;Okres Bratislava I;Bratislavský kraj;33 294,00;30 160,00;2 178,40;1 002,00;;
2019;06;BELUPO, s.r.o.;Bratislava - Staré Mesto;Okres Bratislava I;Bratislavský kraj;70 939,00;25 441,00;22 880,00;340,00;13 109,68;24 203,52
2019;06;IBSA Slovakia, s.r.o.;Bratislava - Staré Mesto;Okres Bratislava I;Bratislavský kraj;849 273,06;579 768,78;154 538,02;346 815,40;184 414,20;
2019;06;IBSA Slovakia, s.r.o. - Držiteľ povolenia na veľkodistribúciu liekov;Bratislava - Staré Mesto;Okres Bratislava I;Bratislavský kraj;;;;;;
2019;06;Chiesi Slovakia s.r.o.;Bratislava - Staré Mesto;Okres Bratislava I;Bratislavský kraj;41 107,52;0,00;29 773,14;11 784,66;31 997,24;
2019;06;Schwabe Slovakia, s.r.o;Bratislava - Staré Mesto;Okres Bratislava I;Bratislavský kraj;446 588,00;362 443,00;34 277,68;25 755,80;;
2019;06;Eli Lilly Slovakia,s.r.o.;Bratislava - Staré Mesto;Okres Bratislava I;Bratislavský kraj;83 301,00;184 116,00;53 774,86;2 421,50;71 913,81;0,00
2019;06;Meda Pharma spol. s r.o.;Bratislava - Ružinov;Okres Bratislava II;Bratislavský kraj;110 031,00;51 000,00;118 440,00;2 380,00;40 334,51;
2019;06;PFIZER LUXEMBOURG SARL,o.z.;Bratislava - Staré Mesto;Okres Bratislava I;Bratislavský kraj;626 453,04;333 391,35;184 571,99;9 362,42;298 940,96;0,00
2019;06;Roche Slovensko, s.r.o.;Bratislava - Staré Mesto;Okres Bratislava I;Bratislavský kraj;131 022,32;133 033,62;92 585,85;65 855,72;107 330,02;20 624,72
2019;06;AKACIA, a.s.;Senec;Okres Senec;Bratislavský kraj;0,00;0,00;;;;
2019;06;R-Pharmaservices, s.r.o.   ;Bratislava - Staré Mesto;Okres Bratislava I;Bratislavský kraj;0,00;0,00;;;;
2019;06;PHARMEDCONS, s.r.o. - hlásenie za spol. Aristo GmbH;Bratislava - Karlova Ves;Okres Bratislava IV;Bratislavský kraj;783,97;3 628,00;;;;
2019;06;Fresenius Kabi s.r.o., organizačná zložka;Bratislava - Nové Mesto;Okres Bratislava III;Bratislavský kraj;98 776,64;23 429,63;5 180,76;;55 656,40;1 981,12
2019;06;Harmony-Pharm, s.r.o.;Ivanka pri Dunaji;Okres Senec;Bratislavský kraj;0,00;0,00;;;;
2019;06;LEKAREŇ FARMÁCIA, s.r.o.;Pezinok;Okres Pezinok;Bratislavský kraj;0,00;0,00;;;;
2019;06;MEDACO s.r.o.;Bratislava - Petržalka;Okres Bratislava V;Bratislavský kraj;;;;;;
2019;06;Teva Pharmaceuticals Slovakia s.r.o;Bratislava - Ružinov;Okres Bratislava II;Bratislavský kraj;779 541,71;86 415,36;;;140 719,45;
2019;06;LekInvest s.r.o.;Bratislava - Rača;Okres Bratislava III;Bratislavský kraj;199,20;;;;;
2019;06;MedCon, s.r.o.;Bratislava - Ružinov;Okres Bratislava II;Bratislavský kraj;0,00;0,00;;;;
2019;06;Westcor sro;Bratislava - Staré Mesto;Okres Bratislava I;Bratislavský kraj;0,00;0,00;;;;
2019;06;GLENMARK PHARMACEUTICALS SK, s. r. o. ;Bratislava - Nové Mesto;Okres Bratislava III;Bratislavský kraj;104 069,61;153 354,79;;;5 159,84;
2019;06;A&D Pharma Slovakia s. r. o. ;Bratislava - Ružinov;Okres Bratislava II;Bratislavský kraj;0,00;0,00;;;;
2019;06;lekareň pri radnici spol s r.o.;Bratislava - Devínska Nová Ves;Okres Bratislava IV;Bratislavský kraj;0,00;0,00;;;301,07;
2019;06;EKOLEKAREN PP, s.r.o.;Bratislava - Ružinov;Okres Bratislava II;Bratislavský kraj;0,00;0,00;;;;
2019;06;Lekáreň 24 s.r.o.;Bratislava - Rača;Okres Bratislava III;Bratislavský kraj;99,60;;;;;
2019;06;Neuraxpharm Slovakia, a.s.;Bratislava - Ružinov;Okres Bratislava II;Bratislavský kraj;1 865,00;49 050,00;;;;
2019;06;SANDOZ d.d. - organizačná zložka;Bratislava - Staré Mesto;Okres Bratislava I;Bratislavský kraj;1 071 081,53;304 515,21;310 089,74;57 819,80;108 667,98;
2019;06;PharmInvest s.r.o.;Bratislava - Rača;Okres Bratislava III;Bratislavský kraj;459,60;;;;;
2019;06;AOP Orphan Pharmaceuticals AG;Bratislava - Podunajské Biskupice;Okres Bratislava II;Bratislavský kraj;3 888,00;0,00;12 980,00;590,00;20 669,75;
2019;06;PHARMACOM, spol. s r.o.;Bratislava - Staré Mesto;Okres Bratislava I;Bratislavský kraj;0,00;0,00;;;;
2019;06;Stallergenes CZ s.r.o., organizačná zložka;Bratislava - Nové Mesto;Okres Bratislava III;Bratislavský kraj;35 075,73;;3 626,60;37 925,70;11 407,07;11 457,43
2019;06;Allergy Therapeutics (UK) Limited, organizačná zložka;Bratislava - Staré Mesto;Okres Bratislava I;Bratislavský kraj;924,00;960,00;;;;
2019;06;IlavaMedica s.r.o.;Bratislava - Rača;Okres Bratislava III;Bratislavský kraj;99,60;;;;;
2019;06;Vitabalans SK s.r.o.;Bratislava - Nové Mesto;Okres Bratislava III;Bratislavský kraj;41 535,92;1 500,00;;16 107,60;;
2019;06;Biogen Slovakia s.r.o.;Bratislava - Petržalka;Okres Bratislava V;Bratislavský kraj;100 453,20;22 749,95;123 082,79;95 636,99;20 639,76;
2019;06;Severín s.r.o.;Malacky;Okres Malacky;Bratislavský kraj;0,00;0,00;;;;
2019;06;ZaPharm s.r.o.;Bratislava - Rača;Okres Bratislava III;Bratislavský kraj;199,20;;;;;
2019;06;ortospine,s.r.o.;Bratislava - Staré Mesto;Okres Bratislava I;Bratislavský kraj;;;2 393,75;;;
2019;06;BENU SK 26, s.r.o.;Bratislava - Rača;Okres Bratislava III;Bratislavský kraj;10,00;;3 968,83;;;
2019;06;BENU SK 36, s.r.o.;Bratislava - Rača;Okres Bratislava III;Bratislavský kraj;30,00;;1 201,94;;;
2019;06;BanPharm s.r.o.;Bratislava - Rača;Okres Bratislava III;Bratislavský kraj;3 416,88;0,00;;;;
2019;06;PharmReal s.r.o.;Bratislava - Rača;Okres Bratislava III;Bratislavský kraj;1 474,60;;;;;
2019;06;MML Topoľčany s.r.o.;Bratislava - Rača;Okres Bratislava III;Bratislavský kraj;99,60;;;;;
2019;06;PharmacyMax s.r.o.;Bratislava - Rača;Okres Bratislava III;Bratislavský kraj;99,60;;;;;
2019;06;Sovanis s.r.o.;Bratislava - Rača;Okres Bratislava III;Bratislavský kraj;104,10;;;;;
2019;06;ŠacaPharm s.r.o.;Bratislava - Rača;Okres Bratislava III;Bratislavský kraj;99,60;;;;;
2019;06;Novartis Slovakia s.r.o. ;Bratislava - Staré Mesto;Okres Bratislava I;Bratislavský kraj;320 587,08;734 401,55;860 267,44;1 007 794,30;169 424,38;
2019;06;Pharma CBC II;Bratislava - Podunajské Biskupice;Okres Bratislava II;Bratislavský kraj;0,00;0,00;;;;
2019;06;Farmal s.r.o.;Bratislava - Rača;Okres Bratislava III;Bratislavský kraj;99,60;;;;;
2019;06;Novonordisk;Bratislava - Ružinov;Okres Bratislava II;Bratislavský kraj;152 026,39;1 251,00;127 720,10;75 714,00;80 493,41;
2019;06;ONEX s.r.o.;Bratislava - Rača;Okres Bratislava III;Bratislavský kraj;0,00;0,00;;;;
2019;06;Axonia Pharma s.r.o.;Bratislava - Nové Mesto;Okres Bratislava III;Bratislavský kraj;0,00;0,00;;;;
2019;06;APELLA, s.r.o.;Bratislava - Petržalka;Okres Bratislava V;Bratislavský kraj;0,00;0,00;;;;
2019;06;AntolMedica s.r.o.;Bratislava - Rača;Okres Bratislava III;Bratislavský kraj;99,60;0,00;;;;
2019;06;SladMedica s.r.o.;Bratislava - Rača;Okres Bratislava III;Bratislavský kraj;99,60;;;;;
2019;06;DarMedica s.r.o.;Bratislava - Rača;Okres Bratislava III;Bratislavský kraj;99,60;0,00;;;;
2019;06;Movianto Slovensko s.r.o;Senec;Okres Senec;Bratislavský kraj;0,00;0,00;;;;
2019;06;S&D Pharma SK s.r.o;Bratislava - Staré Mesto;Okres Bratislava I;Bratislavský kraj;53 033,77;2 844,08;8 855,00;3 885,00;;
2019;06;Pharmacum Trnava s.r.o.;Bratislava - Rača;Okres Bratislava III;Bratislavský kraj;970,82;;;;;
2019;06;Top Medical s.r.o.;Bratislava - Rača;Okres Bratislava III;Bratislavský kraj;99,60;;;;;
2019;06;KRKA Slovensko s.r.o. ;Bratislava - Ružinov;Okres Bratislava II;Bratislavský kraj;437 575,00;202 688,00;490 038,07;12 050,00;161 640,50;
2019;06;Celgene s.r.o.;Bratislava - Ružinov;Okres Bratislava II;Bratislavský kraj;34 278,51;129 839,44;37 325,47;1 363,85;107 183,46;9 846,05
2019;06;STADA PHARMA Slovakia s.r.o.;Bratislava - Petržalka;Okres Bratislava V;Bratislavský kraj;721 051,00;360 056,00;280 393,00;102 375,00;12 874,69;11 317,68
2019;06;ŽelMedica s.r.o.;Bratislava - Rača;Okres Bratislava III;Bratislavský kraj;1 829,60;;;;;
2019;06;TatraPharm s.r.o.;Bratislava - Rača;Okres Bratislava III;Bratislavský kraj;99,60;;;;;
2019;06;SUnlight Pharmacy 01 s.r.o;Bratislava - Karlova Ves;Okres Bratislava IV;Bratislavský kraj;330,00;0,00;;;;
2019;06;Medic International;Bratislava - Nové Mesto;Okres Bratislava III;Bratislavský kraj;0,00;0,00;;;;
2019;06;MoyMedica s.r.o.;Bratislava - Rača;Okres Bratislava III;Bratislavský kraj;99,60;;;;;
2019;06;KrasMedica s.r.o.;Bratislava - Rača;Okres Bratislava III;Bratislavský kraj;6 902,60;;;;;
2019;06;LT, s.r.o.;Bratislava - Staré Mesto;Okres Bratislava I;Bratislavský kraj;0,00;0,00;;;;
2019;06;4 LIFE PHARMA SK, s.r.o.;Bratislava - Staré Mesto;Okres Bratislava I;Bratislavský kraj;22 350,00;13 444,00;;;;
2019;06;Vipharm Slovakia s.r.o.;Bratislava - Staré Mesto;Okres Bratislava I;Bratislavský kraj;73 396,00;0,00;75 654,00;18 806,00;;
2019;06;MYLAN s.r.o.;Bratislava - Ružinov;Okres Bratislava II;Bratislavský kraj;70 102,00;46 000,00;152 140,00;4 260,00;14 074,10;
2019;06;PHARMCROSS s.r.o.;Bratislava - Rača;Okres Bratislava III;Bratislavský kraj;99,60;;;;;
2019;06;PdPharm s.r.o.;Bratislava - Rača;Okres Bratislava III;Bratislavský kraj;1 708,80;;;;;
2019;06;Pharm-In, spol.s.r.o.;Bratislava - Ružinov;Okres Bratislava II;Bratislavský kraj;;;10 517,30;;;
2019;06;sunlight pharmacy 03 s.r.o;Bratislava - Rača;Okres Bratislava III;Bratislavský kraj;0,00;0,00;;;;
2019;06;EMPIRE GROUP;Bratislava - Staré Mesto;Okres Bratislava I;Bratislavský kraj;0,00;0,00;;;;
2019;06;Merck Sharp & Dohme, s.r.o.;Bratislava - Staré Mesto;Okres Bratislava I;Bratislavský kraj;;340 538,28;75 784,02;21 198,25;57 952,19;14 024,62
2019;06;LEKÁREŇ V KRUHU s.r.o.;Bratislava - Podunajské Biskupice;Okres Bratislava II;Bratislavský kraj;0,00;0,00;;;;
2019;06;Feroka s.r.o.;Bratislava - Staré Mesto;Okres Bratislava I;Bratislavský kraj;0,00;0,00;;;;
2019;06;KapitulPharm s.r.o.;Bratislava - Rača;Okres Bratislava III;Bratislavský kraj;99,60;;;;;
2019;06;BaníkMedica s.r.o.;Bratislava - Rača;Okres Bratislava III;Bratislavský kraj;189,60;0,00;;;;
2019;06;Lekáreň ASTRA, s.r.o.;Bratislava - Rača;Okres Bratislava III;Bratislavský kraj;99,60;;;;;
2019;06;Boehringer Ingelheim RCV GmbH & Co KG, o.z.;Bratislava - Nové Mesto;Okres Bratislava III;Bratislavský kraj;473 088,51;117 849,61;106 480,72;12 250,00;149 031,74;
2019;06;EVAPHARM plus;Senec;Okres Senec;Bratislavský kraj;0,00;0,00;;;;
2019;06;Desitin Pharma s.r.o.;Bratislava - Podunajské Biskupice;Okres Bratislava II;Bratislavský kraj;13 640,80;3 258,32;2 000,00;900,00;160,00;160,00
2019;06;Valeant Slovakia s.r.o.;Bratislava - Ružinov;Okres Bratislava II;Bratislavský kraj;399 285,00;138 143,00;12 271,50;26 519,37;21 656,43;
